customer_id,city,signup_date,signup_year,signup_month,signup_month_name,signup_quarter
21145,Delhi,2021-09-14,2021,9,September,Q3
21146,Delhi,2022-09-18,2022,9,September,Q3
21147,Mumbai,2020-12-23,2020,12,December,Q4
21148,Delhi,2021-12-27,2021,12,December,Q4
21149,Delhi,2022-09-12,2022,9,September,Q3
21150,Pune,2022-09-07,2022,9,September,Q3
21151,Delhi,2020-07-31,2020,7,July,Q3
21152,Bangalore,2020-10-21,2020,10,October,Q4
21153,Pune,2019-06-05,2019,6,June,Q2
21154,Delhi,2019-12-08,2019,12,December,Q4
21155,Delhi,2023-05-01,2023,5,May,Q2
21156,Delhi,2021-08-23,2021,8,August,Q3
21157,Delhi,2022-02-05,2022,2,February,Q1
21158,Bangalore,2020-09-11,2020,9,September,Q3
21159,Delhi,2020-05-17,2020,5,May,Q2
21160,Mumbai,2020-06-02,2020,6,June,Q2
21161,Pune,2022-01-29,2022,1,January,Q1
21162,Mumbai,2021-12-24,2021,12,December,Q4
21163,Mumbai,2023-08-08,2023,8,August,Q3
21164,Pune,2019-06-25,2019,6,June,Q2
21165,Bangalore,2020-08-22,2020,8,August,Q3
21166,Delhi,2023-04-17,2023,4,April,Q2
21167,Pune,2019-07-07,2019,7,July,Q3
21168,Delhi,2020-02-19,2020,2,February,Q1
21169,Bangalore,2019-11-05,2019,11,November,Q4
21170,Mumbai,2020-01-12,2020,1,January,Q1
21171,Mumbai,2019-08-29,2019,8,August,Q3
21172,Bangalore,2022-05-08,2022,5,May,Q2
21173,Mumbai,2021-06-17,2021,6,June,Q2
21174,Pune,2020-01-31,2020,1,January,Q1
21175,Bangalore,2022-09-26,2022,9,September,Q3
21176,Mumbai,2019-06-17,2019,6,June,Q2
21177,Delhi,2020-10-12,2020,10,October,Q4
21178,Pune,2022-04-12,2022,4,April,Q2
21179,Mumbai,2021-03-16,2021,3,March,Q1
21180,Bangalore,2023-12-28,2023,12,December,Q4
21181,Mumbai,2023-01-26,2023,1,January,Q1
21182,Pune,2022-12-21,2022,12,December,Q4
21183,Bangalore,2019-07-21,2019,7,July,Q3
21184,Bangalore,2022-11-10,2022,11,November,Q4
21185,Pune,2019-08-24,2019,8,August,Q3
21186,Delhi,2022-11-30,2022,11,November,Q4
21187,Bangalore,2019-06-14,2019,6,June,Q2
21188,Pune,2021-03-05,2021,3,March,Q1
21189,Delhi,2023-01-06,2023,1,January,Q1
21190,Bangalore,2020-05-31,2020,5,May,Q2
21191,Mumbai,2019-08-18,2019,8,August,Q3
21192,Pune,2019-08-07,2019,8,August,Q3
21193,Mumbai,2022-11-18,2022,11,November,Q4
21194,Bangalore,2022-04-18,2022,4,April,Q2
21195,Bangalore,2019-06-14,2019,6,June,Q2
21196,Mumbai,2022-04-01,2022,4,April,Q2
21197,Delhi,2020-03-08,2020,3,March,Q1
21198,Pune,2019-10-06,2019,10,October,Q4
21199,Mumbai,2020-12-22,2020,12,December,Q4
21200,Delhi,2020-10-14,2020,10,October,Q4
21201,Delhi,2020-08-26,2020,8,August,Q3
21202,Mumbai,2021-05-13,2021,5,May,Q2
21203,Bangalore,2022-04-10,2022,4,April,Q2
21204,Delhi,2021-08-22,2021,8,August,Q3
21205,Mumbai,2019-12-27,2019,12,December,Q4
21206,Bangalore,2023-03-20,2023,3,March,Q1
21207,Delhi,2019-05-11,2019,5,May,Q2
21208,Pune,2023-11-12,2023,11,November,Q4
21209,Mumbai,2022-02-07,2022,2,February,Q1
21210,Delhi,2019-07-21,2019,7,July,Q3
21211,Delhi,2023-05-07,2023,5,May,Q2
21212,Bangalore,2022-11-07,2022,11,November,Q4
21213,Bangalore,2020-10-23,2020,10,October,Q4
21214,Pune,2020-02-27,2020,2,February,Q1
21215,Mumbai,2022-05-23,2022,5,May,Q2
21216,Mumbai,2021-02-18,2021,2,February,Q1
21217,Bangalore,2021-08-04,2021,8,August,Q3
21218,Mumbai,2022-05-05,2022,5,May,Q2
21219,Bangalore,2020-10-27,2020,10,October,Q4
21220,Mumbai,2022-07-19,2022,7,July,Q3
21221,Bangalore,2020-11-26,2020,11,November,Q4
21222,Mumbai,2023-09-17,2023,9,September,Q3
21223,Delhi,2019-10-14,2019,10,October,Q4
21224,Mumbai,2021-12-11,2021,12,December,Q4
21225,Pune,2020-11-19,2020,11,November,Q4
21226,Bangalore,2023-08-29,2023,8,August,Q3
21227,Delhi,2021-09-28,2021,9,September,Q3
21228,Bangalore,2023-11-18,2023,11,November,Q4
21229,Mumbai,2021-07-15,2021,7,July,Q3
21230,Delhi,2023-07-20,2023,7,July,Q3
21231,Pune,2019-11-30,2019,11,November,Q4
21232,Pune,2022-11-13,2022,11,November,Q4
21233,Mumbai,2022-09-18,2022,9,September,Q3
21234,Delhi,2021-06-06,2021,6,June,Q2
21235,Bangalore,2023-08-15,2023,8,August,Q3
21236,Delhi,2023-05-27,2023,5,May,Q2
21237,Delhi,2023-08-07,2023,8,August,Q3
21238,Bangalore,2022-04-04,2022,4,April,Q2
21239,Pune,2021-09-17,2021,9,September,Q3
21240,Bangalore,2021-02-16,2021,2,February,Q1
21241,Bangalore,2019-12-04,2019,12,December,Q4
21242,Delhi,2021-01-25,2021,1,January,Q1
21243,Pune,2023-09-06,2023,9,September,Q3
21244,Pune,2021-07-27,2021,7,July,Q3
21245,Pune,2023-08-27,2023,8,August,Q3
21246,Delhi,2019-10-20,2019,10,October,Q4
21247,Pune,2022-05-16,2022,5,May,Q2
21248,Pune,2022-12-07,2022,12,December,Q4
21249,Bangalore,2019-12-16,2019,12,December,Q4
21250,Mumbai,2021-06-06,2021,6,June,Q2
21251,Pune,2019-06-07,2019,6,June,Q2
21252,Delhi,2020-12-16,2020,12,December,Q4
21253,Mumbai,2023-09-17,2023,9,September,Q3
21254,Delhi,2019-05-11,2019,5,May,Q2
21255,Bangalore,2020-10-25,2020,10,October,Q4
21256,Pune,2020-01-28,2020,1,January,Q1
21257,Mumbai,2020-03-19,2020,3,March,Q1
21258,Pune,2022-06-30,2022,6,June,Q2
21259,Pune,2021-02-23,2021,2,February,Q1
21260,Delhi,2020-09-30,2020,9,September,Q3
21261,Pune,2022-11-01,2022,11,November,Q4
21262,Pune,2021-01-24,2021,1,January,Q1
21263,Pune,2019-02-21,2019,2,February,Q1
21264,Mumbai,2021-12-06,2021,12,December,Q4
21265,Delhi,2019-03-14,2019,3,March,Q1
21266,Bangalore,2023-11-23,2023,11,November,Q4
21267,Mumbai,2022-11-16,2022,11,November,Q4
21268,Delhi,2020-01-12,2020,1,January,Q1
21269,Delhi,2022-09-03,2022,9,September,Q3
21270,Mumbai,2019-06-27,2019,6,June,Q2
21271,Delhi,2021-04-05,2021,4,April,Q2
21272,Pune,2022-08-21,2022,8,August,Q3
21273,Delhi,2022-07-12,2022,7,July,Q3
21274,Pune,2022-06-10,2022,6,June,Q2
21275,Mumbai,2022-09-24,2022,9,September,Q3
21276,Bangalore,2019-02-24,2019,2,February,Q1
21277,Mumbai,2021-11-18,2021,11,November,Q4
21278,Delhi,2019-08-28,2019,8,August,Q3
21279,Bangalore,2021-10-04,2021,10,October,Q4
21280,Delhi,2022-11-05,2022,11,November,Q4
21281,Delhi,2022-06-24,2022,6,June,Q2
21282,Mumbai,2021-02-25,2021,2,February,Q1
21283,Mumbai,2021-06-30,2021,6,June,Q2
21284,Pune,2019-12-22,2019,12,December,Q4
21285,Pune,2020-02-02,2020,2,February,Q1
21286,Pune,2020-05-06,2020,5,May,Q2
21287,Pune,2020-07-04,2020,7,July,Q3
21288,Bangalore,2023-12-06,2023,12,December,Q4
21289,Delhi,2023-08-20,2023,8,August,Q3
21290,Mumbai,2022-12-13,2022,12,December,Q4
21291,Bangalore,2019-07-21,2019,7,July,Q3
21292,Pune,2021-01-25,2021,1,January,Q1
21293,Pune,2021-02-01,2021,2,February,Q1
21294,Delhi,2022-01-17,2022,1,January,Q1
21295,Bangalore,2021-11-14,2021,11,November,Q4
21296,Mumbai,2022-10-02,2022,10,October,Q4
21297,Mumbai,2020-09-02,2020,9,September,Q3
21298,Bangalore,2022-10-10,2022,10,October,Q4
21299,Pune,2022-07-24,2022,7,July,Q3
21300,Bangalore,2023-04-14,2023,4,April,Q2
21301,Delhi,2022-10-25,2022,10,October,Q4
21302,Delhi,2021-03-07,2021,3,March,Q1
21303,Delhi,2023-11-06,2023,11,November,Q4
21304,Delhi,2022-02-27,2022,2,February,Q1
21305,Mumbai,2021-12-23,2021,12,December,Q4
21306,Mumbai,2021-10-18,2021,10,October,Q4
21307,Pune,2021-11-11,2021,11,November,Q4
21308,Pune,2020-03-16,2020,3,March,Q1
21309,Delhi,2020-01-14,2020,1,January,Q1
21310,Mumbai,2020-11-04,2020,11,November,Q4
21311,Mumbai,2022-01-29,2022,1,January,Q1
21312,Mumbai,2023-02-09,2023,2,February,Q1
21313,Mumbai,2019-09-16,2019,9,September,Q3
21314,Delhi,2019-10-07,2019,10,October,Q4
21315,Delhi,2022-07-14,2022,7,July,Q3
21316,Bangalore,2019-07-11,2019,7,July,Q3
21317,Bangalore,2022-07-11,2022,7,July,Q3
21318,Bangalore,2020-07-01,2020,7,July,Q3
21319,Pune,2021-01-31,2021,1,January,Q1
21320,Bangalore,2023-04-17,2023,4,April,Q2
21321,Delhi,2020-03-25,2020,3,March,Q1
21322,Pune,2022-06-16,2022,6,June,Q2
21323,Delhi,2022-04-01,2022,4,April,Q2
21324,Mumbai,2019-06-19,2019,6,June,Q2
21325,Delhi,2021-11-02,2021,11,November,Q4
21326,Delhi,2021-01-21,2021,1,January,Q1
21327,Mumbai,2022-08-01,2022,8,August,Q3
21328,Mumbai,2020-05-13,2020,5,May,Q2
21329,Pune,2022-07-09,2022,7,July,Q3
21330,Mumbai,2023-09-05,2023,9,September,Q3
21331,Pune,2023-12-03,2023,12,December,Q4
21332,Pune,2019-03-10,2019,3,March,Q1
21333,Pune,2020-08-26,2020,8,August,Q3
21334,Mumbai,2019-07-12,2019,7,July,Q3
21335,Mumbai,2022-05-10,2022,5,May,Q2
21336,Bangalore,2020-09-11,2020,9,September,Q3
21337,Pune,2021-07-05,2021,7,July,Q3
21338,Mumbai,2019-06-16,2019,6,June,Q2
21339,Mumbai,2020-12-29,2020,12,December,Q4
21340,Bangalore,2023-11-12,2023,11,November,Q4
21341,Pune,2023-07-31,2023,7,July,Q3
21342,Bangalore,2023-11-27,2023,11,November,Q4
21343,Pune,2022-09-01,2022,9,September,Q3
21344,Delhi,2020-02-04,2020,2,February,Q1
21345,Delhi,2020-09-25,2020,9,September,Q3
21346,Pune,2022-09-03,2022,9,September,Q3
21347,Mumbai,2021-09-19,2021,9,September,Q3
21348,Mumbai,2019-06-02,2019,6,June,Q2
21349,Pune,2020-08-08,2020,8,August,Q3
21350,Bangalore,2023-11-26,2023,11,November,Q4
21351,Delhi,2022-08-29,2022,8,August,Q3
21352,Mumbai,2019-08-01,2019,8,August,Q3
21353,Pune,2022-07-25,2022,7,July,Q3
21354,Mumbai,2021-06-04,2021,6,June,Q2
21355,Delhi,2020-11-28,2020,11,November,Q4
21356,Pune,2019-10-15,2019,10,October,Q4
21357,Pune,2022-08-02,2022,8,August,Q3
21358,Bangalore,2020-06-19,2020,6,June,Q2
21359,Bangalore,2022-06-17,2022,6,June,Q2
21360,Bangalore,2019-05-07,2019,5,May,Q2
21361,Pune,2019-10-02,2019,10,October,Q4
21362,Bangalore,2022-08-31,2022,8,August,Q3
21363,Pune,2023-10-10,2023,10,October,Q4
21364,Pune,2019-08-15,2019,8,August,Q3
21365,Delhi,2019-09-09,2019,9,September,Q3
21366,Mumbai,2023-09-13,2023,9,September,Q3
21367,Delhi,2021-07-01,2021,7,July,Q3
21368,Pune,2022-08-15,2022,8,August,Q3
21369,Mumbai,2020-07-12,2020,7,July,Q3
21370,Mumbai,2021-08-31,2021,8,August,Q3
21371,Delhi,2021-01-04,2021,1,January,Q1
21372,Delhi,2021-08-07,2021,8,August,Q3
21373,Delhi,2023-02-07,2023,2,February,Q1
21374,Pune,2020-09-11,2020,9,September,Q3
21375,Pune,2020-10-18,2020,10,October,Q4
21376,Delhi,2023-02-24,2023,2,February,Q1
21377,Delhi,2022-05-13,2022,5,May,Q2
21378,Bangalore,2021-07-15,2021,7,July,Q3
21379,Pune,2023-09-13,2023,9,September,Q3
21380,Mumbai,2022-09-24,2022,9,September,Q3
21381,Pune,2023-11-06,2023,11,November,Q4
21382,Mumbai,2022-04-19,2022,4,April,Q2
21383,Delhi,2019-03-14,2019,3,March,Q1
21384,Mumbai,2021-04-18,2021,4,April,Q2
21385,Bangalore,2021-07-04,2021,7,July,Q3
21386,Bangalore,2019-04-11,2019,4,April,Q2
21387,Mumbai,2019-04-19,2019,4,April,Q2
21388,Delhi,2023-01-01,2023,1,January,Q1
21389,Mumbai,2021-03-22,2021,3,March,Q1
21390,Delhi,2021-12-10,2021,12,December,Q4
21391,Bangalore,2021-07-25,2021,7,July,Q3
21392,Mumbai,2022-04-10,2022,4,April,Q2
21393,Delhi,2023-10-31,2023,10,October,Q4
21394,Bangalore,2022-01-19,2022,1,January,Q1
21395,Pune,2022-01-01,2022,1,January,Q1
21396,Pune,2022-09-17,2022,9,September,Q3
21397,Bangalore,2022-10-05,2022,10,October,Q4
21398,Delhi,2022-12-20,2022,12,December,Q4
21399,Pune,2023-07-12,2023,7,July,Q3
21400,Pune,2022-06-04,2022,6,June,Q2
21401,Mumbai,2020-07-16,2020,7,July,Q3
21402,Bangalore,2020-03-27,2020,3,March,Q1
21403,Pune,2023-06-11,2023,6,June,Q2
21404,Delhi,2022-09-18,2022,9,September,Q3
21405,Delhi,2021-11-15,2021,11,November,Q4
21406,Delhi,2023-11-17,2023,11,November,Q4
21407,Delhi,2019-01-11,2019,1,January,Q1
21408,Pune,2020-09-14,2020,9,September,Q3
21409,Delhi,2021-02-14,2021,2,February,Q1
21410,Pune,2019-01-07,2019,1,January,Q1
21411,Pune,2023-08-06,2023,8,August,Q3
21412,Pune,2021-11-08,2021,11,November,Q4
21413,Mumbai,2021-06-08,2021,6,June,Q2
21414,Mumbai,2023-11-05,2023,11,November,Q4
21415,Bangalore,2020-12-23,2020,12,December,Q4
21416,Pune,2020-05-20,2020,5,May,Q2
21417,Mumbai,2021-03-01,2021,3,March,Q1
21418,Bangalore,2019-03-24,2019,3,March,Q1
21419,Pune,2020-05-06,2020,5,May,Q2
21420,Mumbai,2021-04-02,2021,4,April,Q2
21421,Mumbai,2019-08-30,2019,8,August,Q3
21422,Pune,2023-08-18,2023,8,August,Q3
21423,Bangalore,2023-05-18,2023,5,May,Q2
21424,Pune,2019-07-14,2019,7,July,Q3
21425,Pune,2019-04-30,2019,4,April,Q2
21426,Pune,2021-08-11,2021,8,August,Q3
21427,Bangalore,2023-05-10,2023,5,May,Q2
21428,Pune,2023-06-05,2023,6,June,Q2
21429,Mumbai,2020-11-26,2020,11,November,Q4
21430,Mumbai,2021-04-28,2021,4,April,Q2
21431,Bangalore,2022-11-28,2022,11,November,Q4
21432,Bangalore,2020-05-24,2020,5,May,Q2
21433,Bangalore,2022-10-04,2022,10,October,Q4
21434,Delhi,2022-05-02,2022,5,May,Q2
21435,Delhi,2019-12-04,2019,12,December,Q4
21436,Mumbai,2023-09-17,2023,9,September,Q3
21437,Bangalore,2020-09-04,2020,9,September,Q3
21438,Delhi,2023-05-24,2023,5,May,Q2
21439,Mumbai,2020-03-14,2020,3,March,Q1
21440,Pune,2023-08-25,2023,8,August,Q3
21441,Bangalore,2023-01-11,2023,1,January,Q1
21442,Delhi,2019-09-29,2019,9,September,Q3
21443,Mumbai,2021-04-19,2021,4,April,Q2
21444,Bangalore,2022-08-10,2022,8,August,Q3
21445,Mumbai,2023-01-03,2023,1,January,Q1
21446,Mumbai,2021-10-06,2021,10,October,Q4
21447,Mumbai,2023-01-28,2023,1,January,Q1
21448,Pune,2019-08-24,2019,8,August,Q3
21449,Bangalore,2019-02-23,2019,2,February,Q1
21450,Pune,2019-04-01,2019,4,April,Q2
21451,Delhi,2019-07-19,2019,7,July,Q3
21452,Delhi,2022-01-10,2022,1,January,Q1
21453,Pune,2019-06-25,2019,6,June,Q2
21454,Pune,2021-10-11,2021,10,October,Q4
21455,Bangalore,2020-03-05,2020,3,March,Q1
21456,Mumbai,2019-08-14,2019,8,August,Q3
21457,Pune,2021-03-25,2021,3,March,Q1
21458,Mumbai,2023-05-27,2023,5,May,Q2
21459,Mumbai,2022-11-14,2022,11,November,Q4
21460,Delhi,2022-11-18,2022,11,November,Q4
21461,Bangalore,2022-09-01,2022,9,September,Q3
21462,Mumbai,2021-06-08,2021,6,June,Q2
21463,Mumbai,2023-09-15,2023,9,September,Q3
21464,Mumbai,2019-04-18,2019,4,April,Q2
21465,Delhi,2023-12-22,2023,12,December,Q4
21466,Pune,2021-05-06,2021,5,May,Q2
21467,Mumbai,2020-10-31,2020,10,October,Q4
21468,Pune,2022-10-21,2022,10,October,Q4
21469,Mumbai,2020-03-04,2020,3,March,Q1
21470,Pune,2019-09-27,2019,9,September,Q3
21471,Mumbai,2023-08-12,2023,8,August,Q3
21472,Pune,2022-08-26,2022,8,August,Q3
21473,Mumbai,2019-04-25,2019,4,April,Q2
21474,Bangalore,2019-11-08,2019,11,November,Q4
21475,Pune,2019-12-21,2019,12,December,Q4
21476,Pune,2019-05-11,2019,5,May,Q2
21477,Bangalore,2023-12-11,2023,12,December,Q4
21478,Mumbai,2022-02-24,2022,2,February,Q1
21479,Bangalore,2023-02-13,2023,2,February,Q1
21480,Mumbai,2023-02-21,2023,2,February,Q1
21481,Delhi,2023-11-20,2023,11,November,Q4
21482,Pune,2022-10-31,2022,10,October,Q4
21483,Mumbai,2023-03-04,2023,3,March,Q1
21484,Delhi,2021-03-23,2021,3,March,Q1
21485,Bangalore,2022-03-04,2022,3,March,Q1
21486,Delhi,2023-04-06,2023,4,April,Q2
21487,Delhi,2019-04-08,2019,4,April,Q2
21488,Delhi,2020-05-02,2020,5,May,Q2
21489,Delhi,2022-01-19,2022,1,January,Q1
21490,Mumbai,2019-05-03,2019,5,May,Q2
21491,Pune,2021-07-24,2021,7,July,Q3
21492,Bangalore,2020-05-15,2020,5,May,Q2
21493,Mumbai,2023-04-08,2023,4,April,Q2
21494,Delhi,2020-02-01,2020,2,February,Q1
21495,Delhi,2020-11-18,2020,11,November,Q4
21496,Bangalore,2023-11-23,2023,11,November,Q4
21497,Mumbai,2022-05-29,2022,5,May,Q2
21498,Bangalore,2021-09-17,2021,9,September,Q3
21499,Pune,2022-12-29,2022,12,December,Q4
21500,Pune,2021-10-30,2021,10,October,Q4
21501,Delhi,2023-05-13,2023,5,May,Q2
21502,Pune,2022-07-28,2022,7,July,Q3
21503,Mumbai,2020-08-06,2020,8,August,Q3
21504,Mumbai,2023-02-23,2023,2,February,Q1
21505,Pune,2019-08-23,2019,8,August,Q3
21506,Delhi,2023-02-14,2023,2,February,Q1
21507,Bangalore,2021-04-30,2021,4,April,Q2
21508,Delhi,2021-04-16,2021,4,April,Q2
21509,Bangalore,2021-03-21,2021,3,March,Q1
21510,Bangalore,2020-05-30,2020,5,May,Q2
21511,Bangalore,2023-07-09,2023,7,July,Q3
21512,Pune,2022-04-10,2022,4,April,Q2
21513,Mumbai,2019-10-06,2019,10,October,Q4
21514,Delhi,2021-12-15,2021,12,December,Q4
21515,Pune,2023-04-12,2023,4,April,Q2
21516,Delhi,2021-12-24,2021,12,December,Q4
21517,Bangalore,2019-11-29,2019,11,November,Q4
21518,Mumbai,2023-05-15,2023,5,May,Q2
21519,Bangalore,2020-07-17,2020,7,July,Q3
21520,Delhi,2023-06-11,2023,6,June,Q2
21521,Mumbai,2021-04-19,2021,4,April,Q2
21522,Delhi,2023-06-25,2023,6,June,Q2
21523,Mumbai,2021-10-20,2021,10,October,Q4
21524,Mumbai,2020-03-30,2020,3,March,Q1
21525,Mumbai,2021-07-25,2021,7,July,Q3
21526,Bangalore,2019-02-07,2019,2,February,Q1
21527,Bangalore,2021-02-17,2021,2,February,Q1
21528,Mumbai,2022-09-30,2022,9,September,Q3
21529,Pune,2021-05-24,2021,5,May,Q2
21530,Pune,2023-04-26,2023,4,April,Q2
21531,Pune,2023-07-14,2023,7,July,Q3
21532,Bangalore,2022-06-13,2022,6,June,Q2
21533,Pune,2022-07-26,2022,7,July,Q3
21534,Mumbai,2023-04-28,2023,4,April,Q2
21535,Delhi,2023-12-03,2023,12,December,Q4
21536,Delhi,2023-04-19,2023,4,April,Q2
21537,Pune,2021-09-02,2021,9,September,Q3
21538,Delhi,2023-10-24,2023,10,October,Q4
21539,Mumbai,2023-08-10,2023,8,August,Q3
21540,Bangalore,2019-10-15,2019,10,October,Q4
21541,Pune,2020-08-05,2020,8,August,Q3
21542,Bangalore,2019-03-17,2019,3,March,Q1
21543,Mumbai,2022-09-21,2022,9,September,Q3
21544,Delhi,2021-01-08,2021,1,January,Q1
21545,Bangalore,2020-12-18,2020,12,December,Q4
21546,Mumbai,2021-04-08,2021,4,April,Q2
21547,Bangalore,2022-06-21,2022,6,June,Q2
21548,Pune,2020-07-10,2020,7,July,Q3
21549,Bangalore,2020-10-01,2020,10,October,Q4
21550,Delhi,2019-07-20,2019,7,July,Q3
21551,Bangalore,2023-12-14,2023,12,December,Q4
21552,Pune,2019-06-21,2019,6,June,Q2
21553,Mumbai,2023-06-29,2023,6,June,Q2
21554,Mumbai,2021-01-03,2021,1,January,Q1
21555,Bangalore,2020-10-04,2020,10,October,Q4
21556,Pune,2019-08-24,2019,8,August,Q3
21557,Bangalore,2023-11-29,2023,11,November,Q4
21558,Bangalore,2019-01-31,2019,1,January,Q1
21559,Delhi,2023-02-27,2023,2,February,Q1
21560,Delhi,2019-06-28,2019,6,June,Q2
21561,Mumbai,2022-02-28,2022,2,February,Q1
21562,Mumbai,2019-09-29,2019,9,September,Q3
21563,Delhi,2021-11-15,2021,11,November,Q4
21564,Delhi,2020-10-19,2020,10,October,Q4
21565,Delhi,2019-02-24,2019,2,February,Q1
21566,Bangalore,2019-07-28,2019,7,July,Q3
21567,Bangalore,2019-08-31,2019,8,August,Q3
21568,Delhi,2023-08-17,2023,8,August,Q3
21569,Bangalore,2023-09-03,2023,9,September,Q3
21570,Pune,2023-10-10,2023,10,October,Q4
21571,Delhi,2021-04-05,2021,4,April,Q2
21572,Pune,2020-03-30,2020,3,March,Q1
21573,Bangalore,2022-07-11,2022,7,July,Q3
21574,Mumbai,2022-05-28,2022,5,May,Q2
21575,Delhi,2020-08-07,2020,8,August,Q3
21576,Delhi,2020-12-18,2020,12,December,Q4
21577,Delhi,2021-01-13,2021,1,January,Q1
21578,Mumbai,2020-11-23,2020,11,November,Q4
21579,Bangalore,2021-11-27,2021,11,November,Q4
21580,Mumbai,2020-10-23,2020,10,October,Q4
21581,Pune,2019-07-07,2019,7,July,Q3
21582,Bangalore,2022-05-25,2022,5,May,Q2
21583,Pune,2023-07-14,2023,7,July,Q3
21584,Pune,2023-02-03,2023,2,February,Q1
21585,Bangalore,2020-08-17,2020,8,August,Q3
21586,Pune,2021-06-20,2021,6,June,Q2
21587,Pune,2020-10-29,2020,10,October,Q4
21588,Delhi,2019-09-12,2019,9,September,Q3
21589,Bangalore,2023-08-11,2023,8,August,Q3
21590,Delhi,2020-11-21,2020,11,November,Q4
21591,Pune,2019-02-19,2019,2,February,Q1
21592,Mumbai,2023-07-04,2023,7,July,Q3
21593,Delhi,2021-09-01,2021,9,September,Q3
21594,Bangalore,2019-11-28,2019,11,November,Q4
21595,Bangalore,2021-11-28,2021,11,November,Q4
21596,Bangalore,2020-12-08,2020,12,December,Q4
21597,Delhi,2022-09-22,2022,9,September,Q3
21598,Bangalore,2022-04-09,2022,4,April,Q2
21599,Bangalore,2021-12-20,2021,12,December,Q4
21600,Mumbai,2021-04-12,2021,4,April,Q2
21601,Bangalore,2023-03-16,2023,3,March,Q1
21602,Bangalore,2023-01-23,2023,1,January,Q1
21603,Pune,2023-08-20,2023,8,August,Q3
21604,Delhi,2020-06-21,2020,6,June,Q2
21605,Bangalore,2022-12-07,2022,12,December,Q4
21606,Pune,2020-05-28,2020,5,May,Q2
21607,Delhi,2019-04-29,2019,4,April,Q2
21608,Bangalore,2019-06-18,2019,6,June,Q2
21609,Bangalore,2021-03-21,2021,3,March,Q1
21610,Pune,2022-11-17,2022,11,November,Q4
21611,Mumbai,2019-01-24,2019,1,January,Q1
21612,Bangalore,2023-04-01,2023,4,April,Q2
21613,Delhi,2023-05-19,2023,5,May,Q2
21614,Pune,2021-04-09,2021,4,April,Q2
21615,Pune,2023-01-29,2023,1,January,Q1
21616,Bangalore,2020-12-02,2020,12,December,Q4
21617,Mumbai,2021-09-02,2021,9,September,Q3
21618,Bangalore,2019-01-14,2019,1,January,Q1
21619,Pune,2020-08-23,2020,8,August,Q3
21620,Mumbai,2019-03-31,2019,3,March,Q1
21621,Mumbai,2023-08-21,2023,8,August,Q3
21622,Mumbai,2021-07-01,2021,7,July,Q3
21623,Pune,2022-02-05,2022,2,February,Q1
21624,Bangalore,2022-02-22,2022,2,February,Q1
21625,Pune,2020-05-26,2020,5,May,Q2
21626,Delhi,2023-12-01,2023,12,December,Q4
21627,Pune,2019-04-21,2019,4,April,Q2
21628,Bangalore,2023-11-20,2023,11,November,Q4
21629,Pune,2021-04-11,2021,4,April,Q2
21630,Pune,2021-01-02,2021,1,January,Q1
21631,Bangalore,2021-10-10,2021,10,October,Q4
21632,Bangalore,2023-05-12,2023,5,May,Q2
21633,Mumbai,2019-10-14,2019,10,October,Q4
21634,Mumbai,2020-03-02,2020,3,March,Q1
21635,Bangalore,2023-12-07,2023,12,December,Q4
21636,Bangalore,2022-07-31,2022,7,July,Q3
21637,Pune,2023-09-10,2023,9,September,Q3
21638,Delhi,2021-11-04,2021,11,November,Q4
21639,Pune,2023-12-03,2023,12,December,Q4
21640,Delhi,2020-03-07,2020,3,March,Q1
21641,Bangalore,2020-01-21,2020,1,January,Q1
21642,Mumbai,2020-04-28,2020,4,April,Q2
21643,Mumbai,2020-12-07,2020,12,December,Q4
21644,Delhi,2023-04-18,2023,4,April,Q2
21645,Pune,2021-02-27,2021,2,February,Q1
21646,Delhi,2022-09-05,2022,9,September,Q3
21647,Bangalore,2022-03-18,2022,3,March,Q1
21648,Mumbai,2021-08-22,2021,8,August,Q3
21649,Pune,2019-02-04,2019,2,February,Q1
21650,Mumbai,2019-08-06,2019,8,August,Q3
21651,Pune,2022-01-29,2022,1,January,Q1
21652,Mumbai,2019-11-10,2019,11,November,Q4
21653,Delhi,2022-07-17,2022,7,July,Q3
21654,Delhi,2022-01-27,2022,1,January,Q1
21655,Pune,2020-12-09,2020,12,December,Q4
21656,Delhi,2023-09-28,2023,9,September,Q3
21657,Mumbai,2019-11-11,2019,11,November,Q4
21658,Mumbai,2021-06-15,2021,6,June,Q2
21659,Delhi,2019-08-04,2019,8,August,Q3
21660,Mumbai,2019-08-09,2019,8,August,Q3
21661,Pune,2023-05-09,2023,5,May,Q2
21662,Mumbai,2022-05-29,2022,5,May,Q2
21663,Delhi,2022-02-25,2022,2,February,Q1
21664,Delhi,2022-04-14,2022,4,April,Q2
21665,Bangalore,2021-03-11,2021,3,March,Q1
21666,Delhi,2019-10-05,2019,10,October,Q4
21667,Mumbai,2023-11-12,2023,11,November,Q4
21668,Delhi,2023-06-20,2023,6,June,Q2
21669,Bangalore,2022-05-26,2022,5,May,Q2
21670,Mumbai,2019-07-11,2019,7,July,Q3
21671,Mumbai,2022-11-05,2022,11,November,Q4
21672,Delhi,2019-09-18,2019,9,September,Q3
21673,Mumbai,2023-01-06,2023,1,January,Q1
21674,Delhi,2020-08-31,2020,8,August,Q3
21675,Pune,2021-11-04,2021,11,November,Q4
21676,Bangalore,2019-11-24,2019,11,November,Q4
